sample,Cytotoxicity,tissue,InfiltrationScore,Antigen Proc & Pres,Antimicrobials,BCR Signaling Pathway,Chemokines,Chemokine Rcps,Cytokines,Cytokine Rcps,Interferons,Interferon Rcps,Interleukins,Interleukin Rcps,NK Cell Cytotoxicity,TCR Signaling Pathway,TNF Fam Mems,TNF Fam Mem Rcps,Antigen Pres,Cytotoxic T & NK Cells,B Cells,Anti Tumor Microenvironment,Checkpoint Inhibition
TCGA-RY-A843-01,0.078414194,LGG,0.701,0.297321827,0.181269593,-0.058179327,0.148767431,0.234657132,0.143455705,0.242369743,-0.165811617,0.447301212,0.018886483,0.177385681,0.256081604,-0.155117814,0.168521545,0.197520968,0.459881607,0.153741364,0.031893299,0.137436129,0.27570444
TCGA-DU-7014-01,0.097149656,LGG,0.713,0.306969251,0.201888043,-0.03286718,0.207219269,0.218756837,0.14980431,0.235478905,-0.219133921,0.48484973,0.007406587,0.198640935,0.264310605,-0.14308181,0.211099183,0.229315172,0.466431473,0.240712786,-0.042981886,0.143783434,0.295458879
TCGA-HT-7693-01,0.140204515,LGG,0.743,0.316776083,0.203099401,-0.023280913,0.178703719,0.261866725,0.154060444,0.240853104,-0.196692932,0.476483346,0.050430697,0.192393355,0.264171508,-0.132352075,0.219841003,0.239705673,0.52161284,0.27302192,0.059466767,0.166292766,0.324132723
TCGA-FG-A6J3-01,0.224820809,LGG,0.765,0.323118612,0.21427332,-0.001178264,0.218786972,0.252037012,0.165624984,0.242228142,-0.242796322,0.475134363,0.056643661,0.227739646,0.264239275,-0.12771938,0.226530151,0.291449,0.578022516,0.37810463,0.02575851,0.24337477,0.395688317
TCGA-HT-8106-01,0.555039522,LGG,0.842,0.350866991,0.249468755,0.241604305,0.251647203,0.327667928,0.17972301,0.278470115,-0.229407113,0.493321722,0.071074008,0.290478323,0.31621,0.077863312,0.311538989,0.352444841,0.63068062,0.527167755,0.493435827,0.336337573,0.527758245
TCGA-HT-7472-01,0.134878862,LGG,0.691,0.338395589,0.203161133,-0.009210976,0.190014088,0.275463538,0.151393539,0.248852017,-0.138825854,0.478671841,0.023751336,0.18818794,0.281049942,-0.067189236,0.258649567,0.19708731,0.518072935,0.312082025,0.068412712,0.217864456,0.393195749
TCGA-HT-7855-01,0.074037638,LGG,0.676,0.30171131,0.183121514,-0.022949603,0.156649477,0.21758854,0.129138091,0.232779779,-0.217154391,0.473606854,0.027998096,0.190845433,0.241727399,-0.165202544,0.195987292,0.234616024,0.461719174,0.126809555,-0.112547049,0.119827781,0.254778177
TCGA-DB-A4XG-01,0.046555226,LGG,0.649,0.282350817,0.169435277,-0.074251605,0.139749499,0.21360289,0.141030479,0.230587149,-0.226479934,0.447531681,0.005456243,0.146871607,0.235530722,-0.169315967,0.133553763,0.183536302,0.40734047,0.070261564,-0.030570193,0.108915139,0.236907738
TCGA-HT-A5RC-01,0.197358908,LGG,0.704,0.314130319,0.196261645,-0.006921851,0.183798718,0.257224506,0.143140371,0.231839708,-0.188163348,0.476210573,0.016073581,0.203986076,0.267092383,-0.133790178,0.215481014,0.208621229,0.522721752,0.263253007,-0.047822462,0.174723937,0.343666961
TCGA-VM-A8C8-01,0.064556299,LGG,0.709,0.298694996,0.172489668,-0.066450052,0.136455541,0.227336334,0.129013849,0.227184835,-0.218898326,0.451526802,-0.005761781,0.152707992,0.249837326,-0.168919471,0.200119668,0.248883805,0.445531344,0.171963078,-0.03591528,0.100875711,0.310707517
TCGA-HT-7681-01,0.142564159,LGG,0.712,0.311396447,0.204490575,0.073624102,0.197776213,0.264126977,0.166927498,0.25793732,-0.240901387,0.453529561,0.050246583,0.197261002,0.265514761,-0.064828901,0.227115685,0.249116439,0.510866749,0.324715521,0.147708883,0.220867155,0.322029006
TCGA-DU-A6S2-01,0.146143904,LGG,0.686,0.29972451,0.194567684,-0.043877938,0.206540397,0.227726232,0.157811815,0.2490002,-0.175479542,0.443538799,0.031784079,0.216643138,0.275115985,-0.149607669,0.168627397,0.257786057,0.427006805,0.243598913,0.060029827,0.2344895,0.273302292
TCGA-DU-7309-01,0.109776236,LGG,0.71,0.308813602,0.199551874,-0.032337653,0.190430878,0.266952288,0.159324921,0.263913455,-0.188759006,0.446632384,0.034208535,0.189945841,0.268701383,-0.147217438,0.213524046,0.197562127,0.475712,0.224736877,-0.003699585,0.223023092,0.307208326
TCGA-DB-A4XH-01,0.091751695,LGG,0.683,0.288614875,0.175506231,-0.011891614,0.161219569,0.20168896,0.135188914,0.231419481,-0.178708683,0.448653377,0.021565524,0.174004689,0.249239957,-0.174825337,0.186214336,0.186956586,0.405303751,0.193322119,-0.010682858,0.165117118,0.270107648
TCGA-HT-7485-01,0.0870123,LGG,0.676,0.30847163,0.184885442,-0.042963168,0.175169118,0.242420028,0.140649745,0.23818709,-0.214569928,0.457159648,0.011608103,0.165005811,0.259155978,-0.163791761,0.230901368,0.173481933,0.467209299,0.208566733,0.090780686,0.157651375,0.37640404
TCGA-VW-A7QS-01,0.078136104,LGG,0.668,0.291542865,0.191415914,-0.030722109,0.170532193,0.224811335,0.145223706,0.22327649,-0.258174381,0.441177793,0.044917392,0.170479897,0.23890511,-0.170582333,0.133614538,0.227121817,0.438521825,0.077874243,0.015696511,0.101219348,0.25012076
TCGA-VV-A86M-01,0.164524393,LGG,0.717,0.309814027,0.18090253,-0.0177008,0.174795213,0.247716026,0.127787875,0.224436536,-0.219458145,0.463830922,0.019364143,0.166502397,0.266574599,-0.156092124,0.220976579,0.248387156,0.504189161,0.261121775,-0.002974861,0.14945311,0.325724092
TCGA-E1-A7YV-01,0.141545724,LGG,0.76,0.301461241,0.194852413,-0.04185438,0.186445006,0.23536681,0.147670848,0.234451431,-0.221098747,0.45919467,0.02612323,0.187824923,0.257301332,-0.15256277,0.143356381,0.198119363,0.441901894,0.220702386,0.058059558,0.16701771,0.256998594
TCGA-HT-7468-01,0.107445175,LGG,0.701,0.305669413,0.183033489,-0.032835486,0.165247916,0.235989431,0.135675096,0.237608757,-0.23072424,0.467685899,0.016110707,0.190945521,0.26143443,-0.099048915,0.204876395,0.20768039,0.470536666,0.261940195,0.141635785,0.129617952,0.290254161
TCGA-HT-7677-01,0.160011823,LGG,0.712,0.296193214,0.194743464,-0.026376916,0.189156968,0.248806456,0.145862978,0.238946935,-0.237205796,0.447324557,0.041845772,0.177080709,0.257701687,-0.113232631,0.179531373,0.240173034,0.458301449,0.251101601,0.162699425,0.18795575,0.277561613
TCGA-DU-A5TY-01,0.289678515,LGG,0.731,0.333876487,0.21723503,0.127846092,0.23000674,0.268803809,0.167658099,0.247136365,-0.138629665,0.487282178,0.059008491,0.225944417,0.285549314,-0.062604428,0.276219791,0.304562705,0.570845852,0.347756612,0.173673939,0.235570227,0.37497501
TCGA-HT-8109-01,0.118295603,LGG,0.703,0.293422039,0.190567947,-0.044089945,0.182121426,0.24118728,0.147271095,0.251932682,-0.211395283,0.454410932,0.023898637,0.192521167,0.259890894,-0.11799621,0.19593031,0.181751474,0.451208177,0.230154048,0.056074458,0.205321126,0.298805209
TCGA-HT-7479-01,0.161067143,LGG,0.678,0.305142347,0.206244774,-0.045613154,0.192001746,0.252380577,0.152029027,0.246743385,-0.198623273,0.465342414,0.041191957,0.191217915,0.268997593,-0.130952062,0.229099978,0.23283354,0.486027093,0.273232348,0.099485761,0.25146647,0.379371537
TCGA-DB-5275-01,0.095401748,LGG,0.683,0.307741132,0.20366442,-0.054642757,0.202067643,0.261934785,0.165696446,0.246175961,-0.149972238,0.446439904,0.055151691,0.19354929,0.264186517,-0.140830512,0.221740695,0.244637117,0.459030765,0.220470476,0.030568107,0.177856274,0.320688855
TCGA-TM-A7C4-01,0.06896911,LGG,0.722,0.290989444,0.170738762,-0.071594309,0.125955893,0.232902089,0.139962122,0.238691273,-0.226866776,0.440002448,-0.004780814,0.149318055,0.24917724,-0.165092246,0.18461297,0.203522884,0.420758457,0.169198166,0.013672306,0.123694784,0.275980309
TCGA-DH-A7UU-01,0.104671133,LGG,0.698,0.296974845,0.180482603,-0.069897784,0.148668929,0.22773227,0.135665057,0.23642232,-0.158679137,0.4479833,0.020252507,0.168605331,0.256206481,-0.16438452,0.18957334,0.242774037,0.458339317,0.160861783,0.055415083,0.186520739,0.293119684
TCGA-HT-A4DV-01,0.104251755,LGG,0.696,0.305595413,0.182486907,0.010992796,0.170334477,0.230045158,0.143771654,0.240445072,-0.197953168,0.440884806,0.018133874,0.186350513,0.25901701,-0.163694566,0.155095488,0.229288857,0.506175124,0.217632131,0.086742994,0.143094639,0.294511344
TCGA-FG-8186-01,0.157949152,LGG,0.737,0.322791391,0.20863253,-0.029829381,0.208794605,0.274147271,0.166139495,0.260032489,-0.137161332,0.457626548,0.060136537,0.218604256,0.274960301,-0.10867744,0.226281359,0.258511911,0.53481276,0.291662224,0.110855978,0.22958986,0.34393911
TCGA-FG-A4MT-01,0.059685084,LGG,0.685,0.28569136,0.165211127,-0.0616834,0.129567044,0.219338694,0.112356833,0.222026465,-0.22320433,0.450955535,-0.010821005,0.155207069,0.245478661,-0.186620283,0.199829046,0.213644123,0.420102457,0.084149885,-0.057991383,0.128601284,0.188837358
TCGA-E1-5305-01,0.088568633,LGG,0.695,0.303122569,0.196668178,-0.052220218,0.189143067,0.253246893,0.143082001,0.252000397,-0.235972696,0.465420117,0.002140824,0.208221497,0.261933438,-0.15977797,0.209422008,0.205528247,0.460492605,0.205459694,0.029267212,0.148657797,0.33066068
TCGA-CS-5393-01,0.08094147,LGG,0.704,0.310404903,0.190994738,-0.045106553,0.1686036,0.241929638,0.14151557,0.251653899,-0.219947348,0.473863983,0.001748225,0.207851271,0.26874327,-0.15794379,0.190596015,0.229162674,0.459358287,0.178002881,0.15120357,0.163944908,0.265015287
TCGA-DU-6395-01,0.101211913,LGG,0.697,0.307942678,0.209897667,-0.030214689,0.225237175,0.259641674,0.160875381,0.243285102,-0.268897668,0.443084228,0.052239499,0.172329942,0.260028296,-0.135772233,0.228867428,0.246945877,0.491702448,0.251022779,0.089892801,0.195700539,0.374751974
TCGA-DB-A64X-01,0.10941536,LGG,0.721,0.300807333,0.190350474,-0.076339482,0.183073068,0.231844844,0.155608327,0.234836924,-0.282972907,0.437428352,0.041416489,0.174372036,0.245553841,-0.171913572,0.160547872,0.230525533,0.477028704,0.207026496,0.060104304,0.171302049,0.29554959
TCGA-S9-A7IS-01,0.127343781,LGG,0.719,0.310763195,0.191149833,-0.038503184,0.183235079,0.232689231,0.148941549,0.2240125,-0.237599493,0.463467897,0.031523349,0.192029546,0.263664735,-0.128717909,0.198902978,0.248672455,0.512752625,0.253833063,0.077759085,0.14397172,0.271740536
TCGA-HT-7856-01,0.075230985,LGG,0.708,0.287509254,0.19015846,-0.046584411,0.166499742,0.236456047,0.154062086,0.247084583,-0.155386466,0.429198014,0.017312238,0.17813496,0.257296592,-0.146978711,0.174051308,0.17830866,0.425951833,0.173386638,0.089957228,0.148822188,0.27718866
TCGA-QH-A6XA-01,0.084765292,LGG,0.689,0.298729035,0.186934592,-0.063013564,0.168931521,0.232169887,0.144000035,0.233640064,-0.22821788,0.450408875,0.028373324,0.166150817,0.251493861,-0.159516436,0.218554506,0.248741153,0.433604135,0.16729768,0.024910783,0.144676245,0.292833484
TCGA-P5-A77W-01,0.083056909,LGG,0.66,0.296563944,0.172564803,-0.052206381,0.164996886,0.196545617,0.130379475,0.213169189,-0.200331125,0.438205267,-0.012474436,0.14732946,0.252730359,-0.162846911,0.168914461,0.194099435,0.429114266,0.196949606,0.059161103,0.142018606,0.23369392
TCGA-CS-4942-01,0.107166236,LGG,0.735,0.323799782,0.195643376,0.034873102,0.181592593,0.280749633,0.146356451,0.247779159,-0.20125408,0.473968837,0.010448801,0.199002872,0.27660847,-0.115766843,0.22681446,0.240648294,0.547329662,0.30009565,0.124364678,0.184119677,0.412264361
TCGA-CS-6186-01,0.121759999,LGG,0.644,0.298559642,0.192977231,0.010926913,0.16435132,0.235032632,0.12283141,0.216311378,-0.206556893,0.444511534,0.00632741,0.167851034,0.252783709,-0.157930479,0.202136939,0.168748338,0.49015921,0.217782909,0.005543311,0.139560108,0.327810042
TCGA-DU-7008-01,0.09038261,LGG,0.696,0.295648495,0.182588894,0.031247683,0.158444853,0.240900804,0.141745598,0.242139202,-0.211031643,0.457031625,0.026349458,0.158367177,0.255239308,-0.13774413,0.175779632,0.244658277,0.437726454,0.219162238,0.156651692,0.110587767,0.273338857
TCGA-HT-7688-01,0.142585064,LGG,0.701,0.30666519,0.193190393,-0.046935506,0.187764162,0.241803282,0.161187061,0.255070189,-0.135998449,0.439646797,0.028697912,0.178619072,0.269820322,-0.128218036,0.191234688,0.227280487,0.483525031,0.242113894,0.123548139,0.221760641,0.23389818
TCGA-DU-A7T8-01,0.170224167,LGG,0.758,0.311492369,0.225895823,-0.024379367,0.233320946,0.270476478,0.174183826,0.246549032,-0.261953826,0.437089978,0.050871881,0.203344539,0.267777694,-0.09649509,0.243135769,0.274191168,0.486136243,0.303343707,0.1658591,0.213926687,0.345494263
TCGA-DU-5872-02,0.55546092,LGG,0.798,0.362538496,0.248538617,0.221759596,0.284488029,0.305378455,0.195327319,0.266924028,-0.160874639,0.479337692,0.109433527,0.269618934,0.312895879,0.050546323,0.294502718,0.335270912,0.628879594,0.50394424,0.275980625,0.34586251,0.488469551
TCGA-DU-A6S3-01,0.098788909,LGG,0.705,0.289811645,0.168260673,-0.067062481,0.144746433,0.214562672,0.130618608,0.224409584,-0.221288588,0.421885479,0.006146231,0.138588423,0.262145137,-0.153761264,0.096791441,0.193038853,0.379630967,0.210769102,0.041228926,0.156732018,0.168260096
TCGA-DB-A64U-01,0.114552438,LGG,0.704,0.292417338,0.176830304,-0.068707904,0.156094583,0.235523459,0.1381927,0.234725114,-0.171620382,0.454224344,0.018439732,0.162481244,0.254242952,-0.159902969,0.209203164,0.242754223,0.437431495,0.185876776,0.104545694,0.209696943,0.280122988
TCGA-HT-A61C-01,0.187742032,LGG,0.741,0.324039944,0.220921515,-0.040636134,0.215030666,0.257413136,0.174338535,0.241992989,-0.227018048,0.465209983,0.063141578,0.231024612,0.272252627,-0.125964229,0.251976967,0.297101945,0.54875767,0.340430567,0.149659179,0.196167912,0.354726055
TCGA-TQ-A7RF-01,0.098662758,LGG,0.671,0.303200872,0.185776187,0.10866332,0.168603487,0.222865476,0.138076504,0.234055868,-0.20248872,0.425058283,0.028090119,0.163561858,0.241120572,-0.14437207,0.194035713,0.265703756,0.492260483,0.180385736,0.165209081,0.138056146,0.292793446
TCGA-F6-A8O3-01,0.101090354,LGG,0.715,0.288961541,0.179845534,-0.069657046,0.159596446,0.214929265,0.140371369,0.227329429,-0.258458005,0.431630146,0.005348407,0.153146038,0.250277253,-0.133627029,0.160329073,0.210832735,0.424628269,0.195453853,0.021118698,0.133620939,0.229654596
TCGA-R8-A6ML-01,0.097865855,LGG,0.678,0.302933615,0.178807728,0.019515352,0.170373681,0.22602162,0.14039599,0.221479359,-0.229707886,0.452298983,-0.005450731,0.168142073,0.245527921,-0.137931859,0.184416806,0.216745624,0.447137851,0.224914621,0.061676923,0.101727536,0.241585517
TCGA-DU-A5TT-01,0.157818776,LGG,0.705,0.306895757,0.205877679,-0.014957602,0.18863747,0.24073459,0.15924912,0.240574634,-0.148020206,0.44426209,0.039110853,0.209310971,0.254673833,-0.15108471,0.201478038,0.276033406,0.484967243,0.203938267,0.037094982,0.164011643,0.365598606
TCGA-QH-A870-01,0.065920379,LGG,0.643,0.290667908,0.168956492,-0.057376654,0.138979383,0.230055042,0.129026426,0.227212682,-0.225039571,0.431677791,0.014704149,0.147371228,0.240721155,-0.162898391,0.23329809,0.195278772,0.440558355,0.15846198,-0.008617401,0.121971466,0.307018585
TCGA-DB-A75O-01,0.104235545,LGG,0.711,0.307153655,0.20200024,-0.048282775,0.16930102,0.237895636,0.146251562,0.24202115,-0.236523423,0.443893612,0.042805425,0.186694114,0.260026158,-0.171537206,0.178144693,0.260896052,0.500568867,0.190448742,0.052704352,0.155946792,0.32081642
TCGA-HT-8111-01,0.106365505,LGG,0.691,0.314228056,0.195544657,0.048126099,0.163051781,0.264676157,0.144850366,0.253005319,-0.296453034,0.459665222,0.032701161,0.210793199,0.268751801,-0.08995223,0.188994636,0.272216374,0.528244183,0.28411912,0.149866994,0.138720667,0.325090436
TCGA-S9-A7QZ-01,0.088778815,LGG,0.706,0.285891057,0.178166258,-0.032440914,0.160464638,0.220769088,0.138606705,0.240746626,-0.150597533,0.438855615,-0.001510434,0.169620474,0.247506415,-0.145594182,0.148622154,0.218617317,0.411218628,0.172097196,-0.01005284,0.137413379,0.257143667
TCGA-DB-5273-01,0.140395194,LGG,0.704,0.321390661,0.196379201,-0.017726848,0.158337625,0.27495086,0.140840791,0.24626775,-0.260579817,0.463006944,0.016561718,0.191562139,0.271326768,-0.141769423,0.213493021,0.245409493,0.510460971,0.294271539,0.128526671,0.167893736,0.352331623
TCGA-HT-7470-01,0.091199076,LGG,0.7,0.302463347,0.191151854,-0.047256912,0.174225052,0.238582298,0.151391806,0.251404442,-0.166562709,0.457588282,0.038412562,0.182887994,0.264736637,-0.145212412,0.17925258,0.200789622,0.445235657,0.22125577,0.065656495,0.178051942,0.295200814
TCGA-FG-A4MY-01,0.156506302,LGG,0.661,0.304273299,0.185683995,-0.027991138,0.19664533,0.243537498,0.150158587,0.23253397,-0.230281246,0.444324205,0.028516295,0.200345784,0.255233556,-0.160660665,0.202252961,0.211948789,0.480349382,0.230044889,-0.092744889,0.150693212,0.303154779
TCGA-HT-8108-01,0.096826292,LGG,0.682,0.314814877,0.19999952,-0.01086021,0.189679057,0.255422525,0.140804785,0.243398287,-0.218376256,0.470499857,0.013567877,0.205565159,0.27286308,-0.13612947,0.194365791,0.228748545,0.498209227,0.255315574,0.108271761,0.146838281,0.328703273
TCGA-DB-A4XE-01,0.05419985,LGG,0.696,0.297689761,0.175596904,-0.07466525,0.128171849,0.229036571,0.13909566,0.235732872,-0.225451717,0.453537477,0.045672637,0.165117441,0.252465683,-0.178840918,0.15072217,0.219489814,0.451309594,0.081223273,-0.024825474,0.12012751,0.297261854
TCGA-HT-A4DS-01,0.167305137,LGG,0.724,0.31389279,0.206086501,-0.045220447,0.185392582,0.241212754,0.164553527,0.235027415,-0.223880396,0.469009242,0.074900703,0.224416887,0.254974459,-0.142576755,0.20091862,0.249339346,0.560398193,0.33138515,0.035737675,0.225892634,0.381529562
TCGA-DU-8158-01,0.229873276,LGG,0.77,0.332195195,0.219982555,0.016788371,0.213200338,0.292069246,0.178939189,0.266337269,-0.153969699,0.492924648,0.054698242,0.253372412,0.28998997,-0.009976136,0.265501774,0.266343746,0.554229996,0.377884332,0.103284027,0.238418094,0.425792175
TCGA-HT-7474-01,0.120353528,LGG,0.695,0.303177041,0.19043026,-0.076045558,0.168712578,0.232098685,0.151908124,0.246085855,-0.128606765,0.451881815,0.022280406,0.172597776,0.268387229,-0.142818682,0.188381505,0.212035207,0.469713373,0.248736511,0.044791189,0.201497804,0.269268496
TCGA-DH-5143-01,0.104703556,LGG,0.662,0.308639744,0.201356354,-0.020178749,0.181084138,0.262488723,0.154062257,0.254680049,-0.236887554,0.460911581,0.029196422,0.169197804,0.262835399,-0.146176632,0.254025137,0.235155697,0.50117815,0.227719018,0.066689628,0.234855911,0.339063469
TCGA-TQ-A7RJ-01,0.084635461,LGG,0.685,0.29751511,0.194860315,-0.046030148,0.1583979,0.247175924,0.141566407,0.242263897,-0.257956248,0.450755738,0.020658912,0.161697051,0.242921792,-0.161101401,0.218615538,0.250498546,0.477345348,0.138348279,0.07191793,0.141391441,0.319151594
TCGA-S9-A7QY-01,0.086104126,LGG,0.685,0.3014793,0.180495922,-0.044976436,0.151601189,0.211366972,0.142664679,0.232993354,-0.159944481,0.434745818,0.007178046,0.152828229,0.257745693,-0.150434397,0.146930071,0.235366505,0.433455372,0.182447187,0.090826432,0.098014099,0.261603733
TCGA-DB-A4XA-01,0.142807156,LGG,0.726,0.315392498,0.198920854,-0.044028845,0.194015769,0.246854077,0.152564888,0.242317624,-0.230132939,0.454272644,0.034545876,0.180943947,0.262512324,-0.119258535,0.193468707,0.26245702,0.514677745,0.264884814,0.146399376,0.180881609,0.321613066
TCGA-P5-A731-01,0.119622494,LGG,0.723,0.319856909,0.215935718,-0.045225981,0.204723512,0.252047428,0.171717094,0.25599403,-0.253327236,0.449550991,0.045908245,0.206784252,0.270150258,-0.13806675,0.230936398,0.270166531,0.524622716,0.256330705,0.141077169,0.18761894,0.274197865
TCGA-E1-A7YE-01,0.189587474,LGG,0.713,0.327936284,0.205138551,0.004140554,0.167135878,0.269969586,0.156861363,0.248629847,-0.183253802,0.46881522,0.050476002,0.208977523,0.28170001,-0.128655027,0.227657886,0.303035155,0.549845785,0.260493242,0.022812324,0.232258184,0.364547901
TCGA-FG-A710-01,0.158167468,LGG,0.745,0.326324533,0.214140938,-0.037318263,0.20787827,0.273907311,0.167690091,0.255814327,-0.193931364,0.464623891,0.073703632,0.211868439,0.279008623,-0.097752694,0.226391219,0.258794612,0.547422449,0.294378417,0.064471514,0.218411225,0.370898522
TCGA-HT-8010-01,0.120896385,LGG,0.717,0.301911934,0.189685411,-0.058502959,0.181618704,0.24601981,0.154136128,0.259925547,-0.184823435,0.445636496,0.007701185,0.197714747,0.264702701,-0.150086324,0.233243022,0.239508797,0.475248467,0.192918318,0.144564905,0.186602434,0.298287936
TCGA-DU-7299-01,0.073764875,LGG,0.692,0.308120582,0.186041925,-0.031539075,0.15358644,0.242324907,0.130863417,0.237223112,-0.225167471,0.461757992,0.003928368,0.173349661,0.262916985,-0.145181693,0.195207515,0.199590006,0.4755622,0.194251401,0.068900152,0.128314402,0.318700741
TCGA-DB-5270-01,0.170137065,LGG,0.74,0.322262247,0.203757751,-0.004020797,0.193677828,0.25683523,0.170627059,0.25779193,-0.189836769,0.441783323,0.040476691,0.1852327,0.279200207,-0.106064004,0.254253317,0.247233416,0.536993989,0.302306521,0.15525637,0.251755775,0.327131701
TCGA-KT-A74X-01,0.144356679,LGG,0.671,0.312309683,0.202280954,-0.018233386,0.207157171,0.23111082,0.155211178,0.232326157,-0.254891962,0.456876846,0.04909299,0.180399075,0.262458891,-0.107406771,0.177532816,0.228536736,0.487459834,0.289217937,0.040865981,0.179032543,0.250905933
TCGA-DB-A75L-01,0.08168696,LGG,0.71,0.301935189,0.192016784,-0.015413636,0.165396413,0.232316638,0.149087238,0.237887609,-0.212159111,0.460672819,0.042947381,0.176636939,0.253573288,-0.163847761,0.214771771,0.251876615,0.454080924,0.124536431,-0.043791038,0.128281498,0.274187925
TCGA-HT-A616-01,0.091743181,LGG,0.697,0.291714078,0.186936656,-0.065704745,0.171588663,0.238604169,0.156449916,0.246892694,-0.172953767,0.451887157,0.039009046,0.162631472,0.261030294,-0.174032817,0.184711565,0.197272283,0.408198116,0.232359819,-0.02826708,0.173499388,0.290483993
TCGA-HT-A74K-01,0.082607545,LGG,0.722,0.315192594,0.18992376,0.001299865,0.17872398,0.23190393,0.156548248,0.232741371,-0.209657507,0.445913654,0.043515404,0.20064521,0.252318327,-0.175897556,0.187846278,0.299101014,0.506389089,0.207591944,0.236837633,0.114973184,0.263163908
TCGA-WY-A85C-01,0.12990834,LGG,0.716,0.301941826,0.205374539,-0.014102367,0.202333372,0.233007978,0.159175098,0.236789459,-0.244517872,0.458529461,0.066460959,0.195006653,0.253405953,-0.156851824,0.175821742,0.248624246,0.482126395,0.205297264,0.119070234,0.176917611,0.300490158
TCGA-FG-8188-01,0.102315495,LGG,0.701,0.287833092,0.188271008,-0.054313472,0.171031062,0.243379994,0.138452854,0.240967086,-0.212902792,0.452756751,0.023509325,0.176644519,0.249889713,-0.174028869,0.209953625,0.259893901,0.437215959,0.182096773,0.070485577,0.212542318,0.291110917
TCGA-DU-A6S7-01,0.109351266,LGG,0.72,0.287349668,0.183339553,-0.058069119,0.15542205,0.241191515,0.135501032,0.233527489,-0.242827239,0.457721118,0.026569754,0.170932265,0.251625045,-0.174255198,0.182424155,0.251365812,0.428022958,0.115323393,0.015077183,0.149626802,0.340171441
TCGA-DU-7294-01,0.079178592,LGG,0.693,0.292485072,0.179550444,-0.051040722,0.159157983,0.227921956,0.126865104,0.235616843,-0.23951786,0.460619781,-0.015575523,0.186905996,0.253461045,-0.148373156,0.204649764,0.176669806,0.414973718,0.21724432,0.065064062,0.102526267,0.288319316
TCGA-DB-5274-01,0.162561213,LGG,0.737,0.301922845,0.210734814,-0.008847641,0.226365074,0.24269143,0.168539587,0.233249025,-0.250376165,0.461534209,0.031945565,0.203584652,0.254841275,-0.153851232,0.228951883,0.271194321,0.526365905,0.332053104,0.074465216,0.181727599,0.355167457
TCGA-HT-7604-01,0.098973188,LGG,0.706,0.3044447,0.180537523,-0.032449845,0.158496737,0.244311571,0.141412281,0.238462136,-0.19451199,0.461010309,0.030387226,0.161397988,0.261122404,-0.16617278,0.208650398,0.255032006,0.440452943,0.229695345,0.045715056,0.174983356,0.299469388
TCGA-TM-A84F-01,0.371589661,LGG,0.765,0.331720379,0.223625567,0.027102301,0.22216809,0.285501005,0.170124027,0.258685844,-0.192819109,0.475923138,0.095218225,0.221137002,0.293374531,-0.025830287,0.25624558,0.307940561,0.5904967,0.420519151,0.209366798,0.351100796,0.431730601
TCGA-DB-A64O-01,0.082495128,LGG,0.686,0.30151345,0.18918901,-0.058126784,0.183677382,0.235615536,0.151488538,0.236074453,-0.182198552,0.451485162,0.022516376,0.196559989,0.252748069,-0.178631537,0.247869963,0.231043352,0.480093484,0.184969222,0.065904437,0.146957129,0.320568509
TCGA-HT-7884-01,0.070198763,LGG,0.669,0.286849974,0.177439633,-0.047945397,0.144515204,0.225792406,0.137815768,0.236141521,-0.134785403,0.449657274,0.003923403,0.171785956,0.249746796,-0.160079154,0.165459236,0.236056692,0.367935447,0.150352842,0.084536276,0.101537118,0.26740283
TCGA-S9-A6WE-01,0.071290282,LGG,0.706,0.295470526,0.180112819,-0.059157574,0.154814335,0.224685561,0.135404524,0.23417708,-0.220061149,0.450964668,0.019232942,0.187947922,0.246740572,-0.158721718,0.176003888,0.216992681,0.42301973,0.190886228,-0.040889154,0.097539706,0.249996026
TCGA-QH-A6CY-01,0.110559959,LGG,0.692,0.30336031,0.186619972,-0.051173693,0.174432717,0.226155287,0.149611626,0.238130511,-0.155444889,0.443335644,0.021025445,0.178342677,0.260552144,-0.147436921,0.161482763,0.206635629,0.453274852,0.221196022,0.074150876,0.199849893,0.242777574
TCGA-S9-A6WM-01,0.14305224,LGG,0.727,0.310866315,0.186441689,-0.071687507,0.140815692,0.229136214,0.134352508,0.229880075,-0.199531054,0.464641447,0.014024391,0.196898319,0.260360003,-0.122734424,0.202849642,0.254804142,0.516647264,0.275063994,-0.054644689,0.189712139,0.352309131
TCGA-HT-A5RA-01,0.144218905,LGG,0.737,0.335098894,0.216447907,-0.009397765,0.193037475,0.249780509,0.158259247,0.24902091,-0.190764705,0.491867986,0.070149301,0.231645826,0.284080232,-0.101643891,0.223497654,0.299275876,0.515657003,0.312546771,0.063799273,0.202343778,0.357754048
TCGA-QH-A6CV-01,0.125685754,LGG,0.745,0.3192979,0.196582721,-0.043285882,0.174001215,0.243671143,0.152200041,0.22872343,-0.191464004,0.472151489,0.081975417,0.196572406,0.262442307,-0.143909743,0.215315963,0.257036886,0.543484099,0.216349607,-0.042442836,0.159108125,0.347946742
TCGA-VM-A8CE-01,0.086341401,LGG,0.675,0.297065788,0.18426469,-0.066493303,0.173045751,0.234034422,0.143443679,0.23574532,-0.168181967,0.445349372,0.022619244,0.174627346,0.249647832,-0.151992953,0.230492091,0.249073158,0.464652007,0.175999027,0.008561042,0.16356122,0.314598591
