"cluster","genes","expressions"
"Healthy","Regulating",0.170585187649068
"Healthy","Regulating",0.194058225325246
"Healthy","Regulating",0.285895345494343
"Healthy","Regulating",0.252670172193702
"Healthy","Regulating",0.14243854807525
"Healthy","Regulating",0.208424494022171
"Healthy","Regulating",0.231250428150811
"Healthy","Regulating",0.206045172104711
"Healthy","Regulating",0.268438822385952
"Healthy","Regulating",0.440476575140975
"Healthy","Regulating",0.227915656203547
"Healthy","Regulating",0.25031769194442
"Healthy","Regulating",0.204067990340594
"Healthy","Regulating",0.224104908407574
"Healthy","Regulating",0.214210587505353
"Healthy","Regulating",0.257641145434065
"Healthy","Regulating",0.220798416828817
"Healthy","Regulating",0.282808721943316
"Healthy","Regulating",0.231551501315715
"Healthy","Regulating",0.208603662635722
"Healthy","Regulating",0.308779924204441
"Healthy","Regulating",0.182267223992882
"Healthy","Regulating",0.157597614862379
"Healthy","Regulating",0.218854016802323
"Healthy","Regulating",0.194908434144088
"Healthy","Regulating",0.185910024934214
"Healthy","Regulating",0.198097363813012
"Healthy","Regulating",0.230743937047274
"Healthy","Regulating",0.274025655306326
"Healthy","Regulating",0.131364370840013
"Healthy","Regulating",0.247183809594275
"Healthy","Regulating",0.188977282732514
"Healthy","Regulating",0.279632579257437
"Healthy","Regulating",0.332322879714396
"Healthy","Regulating",0.303831876935859
"Healthy","Regulating",0.256673201580852
"Healthy","Regulating",0.152388132590823
"Healthy","Regulating",0.124340540477151
"Healthy","Regulating",0.280140994060967
"Healthy","Regulating",0.09544846706816
"Healthy","Regulating",0.239987599760517
"Healthy","Regulating",0.0164119361456741
"Healthy","Regulating",0.180062110639198
"Healthy","Regulating",0.155230341658709
"Healthy","Regulating",0.226459613287991
"Healthy","Regulating",0.111713758236889
"Healthy","Regulating",0.217275626075108
"Healthy","Regulating",0.228253505786022
"Healthy","Regulating",0.271827167019727
"Healthy","Regulating",0.188852631438748
"Healthy","Regulating",0.214009312262211
"Healthy","Regulating",0.195004806348023
"Healthy","Regulating",0.200022281911445
"Healthy","Regulating",0.156510008350722
"Healthy","Regulating",0.224887316070611
"Healthy","Regulating",0.190858054834246
"Healthy","Regulating",0.239367784570815
"Healthy","Regulating",0.199326344741841
"Healthy","Regulating",0.203359148021859
"Healthy","Regulating",0.198632855771384
"Healthy","Regulating",0.167225180410705
"Healthy","Regulating",0.221352790147887
"Healthy","Regulating",0.250777456142241
"Healthy","Regulating",0.248398770835486
"Healthy","Regulating",0.147268745778116
"Healthy","Regulating",0.183556414425846
"Healthy","Regulating",0.119719336371233
"Healthy","Regulating",0.131390209955736
"Healthy","Regulating",0.212815487691732
"Healthy","Regulating",0.244747237821869
"Healthy","Regulating",0.16140675187981
"Healthy","Regulating",0.181156420988764
"Healthy","Regulating",0.118408264799841
"Healthy","Regulating",0.174415943890987
"Healthy","Regulating",0.220030469234352
"Healthy","Regulating",0.192053578056852
"Healthy","Regulating",0.270618716046826
"Healthy","Regulating",0.218323152202248
"Healthy","Regulating",0.245915711514028
"Healthy","Regulating",0.247115362183375
"Healthy","Regulating",0.288598815179442
"Healthy","Regulating",0.173603474464782
"Healthy","Regulating",0.178430432630021
"Healthy","Regulating",0.196667929449548
"Healthy","Regulating",0.222874085102525
"Healthy","Regulating",0.215571519674375
"Healthy","Regulating",0.2018647743065
"Healthy","Regulating",0.175468960736021
"Healthy","Regulating",0.201414336692028
"Healthy","Regulating",0.20690371126676
"Healthy","Regulating",0.263526659841495
"Healthy","Regulating",0.193649881174655
"Healthy","Regulating",0.194845631144873
"Healthy","Regulating",0.201014680863057
"Healthy","Regulating",0.16328276061742
"Healthy","Regulating",0.206303638010698
"Healthy","Regulating",0.280816714006305
"Healthy","Regulating",0.22082114667453
"Healthy","Regulating",0.213840768393381
"Healthy","Regulating",0.239775353079341
"Healthy","Regulating",0.229618565975976
"Healthy","Regulating",0.183506877322066
"Healthy","Regulating",0.21099475638072
"Healthy","Regulating",0.26504495222763
"Healthy","Regulating",0.247930678278423
"Healthy","Regulating",0.179204117445996
"Healthy","Regulating",0.206157731688235
"Healthy","Regulating",0.250215957324794
"Healthy","Regulating",0.232930231015072
"Healthy","Regulating",0.199443630657195
"Healthy","Regulating",0.187483152078032
"Healthy","Regulating",0.210240135053503
"Healthy","Regulating",0.207947372859125
"Healthy","Regulating",0.25068615943841
"Healthy","Regulating",0.224135188676335
"Healthy","Regulating",0.27769327702503
"Healthy","Regulating",0.249143630818443
"Healthy","Regulating",0.237793729559492
"Healthy","Regulating",0.23928253070363
"Healthy","Regulating",0.220676011610184
"Healthy","Regulating",0.202941262792315
"Healthy","Regulating",0.161326050361837
"Healthy","Regulating",0.219891548866178
"Healthy","Regulating",0.215839782242997
"Healthy","Regulating",0.200813476422147
"Healthy","Regulating",0.192683047909538
"Healthy","Regulating",0.185167387927837
"Healthy","Regulating",0.132872381749841
"Healthy","Regulating",0.196783724020168
"Healthy","Regulating",0.253407899585964
"Healthy","Regulating",0.227592244601037
"Healthy","Regulating",0.269258859627616
"Healthy","Regulating",0.239806822378546
"Healthy","Regulating",0.262285034444044
"Healthy","Regulating",0.176655725467304
"Healthy","Regulating",0.192685656631088
"Healthy","Regulating",0.200383096654183
"Healthy","Regulating",0.238031393802159
"Healthy","Regulating",0.161711183607988
"Healthy","Regulating",0.162339639207264
"Healthy","Regulating",0.215912482507718
"Healthy","Regulating",0.204494261190618
"Healthy","Regulating",0.187278843052108
"Healthy","Regulating",0.175471927021169
"Healthy","Regulating",0.26014179273707
"Healthy","Regulating",0.196316041774362
"Healthy","Regulating",0.3070517401774
"Healthy","Regulating",0.220383722059731
"Healthy","Regulating",0.207741838775813
"Healthy","Regulating",0.209005011208387
"Healthy","Regulating",0.269823580151881
"Healthy","Regulating",0.226375659119156
"Healthy","Regulating",0.219035989828355
"Healthy","Regulating",0.163320543209662
"Healthy","Regulating",0.235527761603102
"Healthy","Regulating",0.240640982434793
"Healthy","Regulating",0.210365643616194
"Healthy","Regulating",0.142271206226337
"Healthy","Regulating",0.268890628793213
"Healthy","Regulating",0.218013539975281
"Healthy","Regulating",0.204257130386202
"Healthy","Regulating",0.264674031257334
"Healthy","Regulating",0.293277534155276
"Healthy","Regulating",0.121883266339312
"Healthy","Regulating",0.226213551917989
"Healthy","Regulating",0.180165421975286
"Healthy","Regulating",0.274269265451473
"Healthy","Regulating",0.262207849249315
"Healthy","Regulating",0.136788041619187
"Healthy","Regulating",0.202788075893013
"Healthy","Regulating",0.141931458070965
"Healthy","Regulating",0.150925942164219
"Healthy","Regulating",0.140728009295248
"Healthy","Regulating",0.147789807517858
"Healthy","Regulating",0.226900914593288
"Healthy","Regulating",0.126747955841688
"Healthy","Regulating",0.139640671517038
"Healthy","Regulating",0.181922874840741
"Healthy","Regulating",0.163569312202523
"Healthy","Regulating",0.137775936989638
"Healthy","Regulating",0.151293967771713
"Healthy","Regulating",0.135416845465012
"Healthy","Regulating",0.164282131712918
"Healthy","Regulating",0.19253492069274
"Healthy","Regulating",0.176377692836498
"Healthy","Regulating",0.162456298817836
"Healthy","Regulating",0.257473047723746
"Healthy","Regulating",0.150993423958149
"Healthy","Regulating",0.154317209969125
"Healthy","Regulating",0.157691969289463
"Healthy","Regulating",0.162498032166651
"Healthy","Regulating",0.112251349990787
"Healthy","Regulating",0.153847534917667
"Healthy","Regulating",0.177389110025022
"Healthy","Regulating",0.134525888674465
"Healthy","Regulating",0.24849132910249
"Healthy","Regulating",0.143572650635152
"Healthy","Regulating",0.116993332883489
"Healthy","Regulating",0.160111635810938
"Healthy","Regulating",0.156084076470603
"Healthy","Regulating",0.173800894622677
"Healthy","Regulating",0.162806220884275
"Healthy","Regulating",0.180704412178779
"Healthy","Regulating",0.197657496001045
"Healthy","Regulating",0.154573166791395
"Healthy","Regulating",0.282298190381714
"Healthy","Regulating",0.229205160059082
"Healthy","Regulating",0.231783820338754
"Healthy","Regulating",0.294221212418751
"Healthy","Regulating",0.292859855920353
"Healthy","Regulating",0.374254581201019
"Healthy","Regulating",0.331170731570293
"Healthy","Regulating",0.266415452125377
"Healthy","Regulating",0.408113663308699
"Healthy","Regulating",0.258037780254013
"Healthy","Regulating",0.387081999805536
"Healthy","Regulating",0.314095827789959
"Healthy","Regulating",0.272404947185023
"Healthy","Regulating",0.300874019600767
"Healthy","Regulating",0.188155159876819
"Healthy","Regulating",0.126152796286065
"Healthy","Regulating",0.175448107096243
"Healthy","Regulating",0.189546703628873
"Healthy","Regulating",0.204383999027893
"Healthy","Regulating",0.283620123014846
"Healthy","Regulating",0.239508255138392
"Healthy","Regulating",0.366444454098999
"Healthy","Regulating",0.168247269409451
"Healthy","Regulating",0.168820088972691
"Healthy","Regulating",0.264332696013257
"Healthy","Regulating",0.291337445812866
"Healthy","Regulating",0.248842895645057
"Healthy","Regulating",0.273832728849503
"Healthy","Regulating",0.351469230064384
"Healthy","Regulating",0.159296042408376
"Healthy","Regulating",0.216370561238108
"Healthy","Regulating",0.233610852302401
"Healthy","Regulating",0.18810800285998
"Healthy","Regulating",0.330789527604411
"Healthy","Regulating",0.243226925328772
"Healthy","Regulating",0.247097788622248
"Healthy","Regulating",0.2258612170291
"Healthy","Regulating",0.198805477355503
"Healthy","Regulating",0.255726181141489
"Healthy","Regulating",0.259080310074821
"Healthy","Regulating",0.218077759441515
"Healthy","Regulating",0.203336555816363
"Healthy","Regulating",0.208882521888798
"Healthy","Regulating",0.164993908953273
"Healthy","Regulating",0.282518947834978
"Healthy","Regulating",0.189499688184437
"Healthy","Regulating",0.288708573131705
"Healthy","Regulating",0.317680343501545
"Healthy","Regulating",0.283768811800751
"Healthy","Regulating",0.259702729130393
"Healthy","Regulating",0.257598809081158
"Healthy","Regulating",0.21364964710754
"Healthy","Regulating",0.202981820583033
"Healthy","Regulating",0.211004306031371
"Healthy","Regulating",0.291951473788794
"Healthy","Regulating",0.248403252017289
"Healthy","Regulating",0.141880435376383
"Healthy","Regulating",0.177438122271493
"Healthy","Regulating",0.220899969267502
"Healthy","Regulating",0.273396410046316
"Healthy","Regulating",0.247740540889967
"Healthy","Regulating",0.301250925373767
"Healthy","Regulating",0.274858294440954
"Healthy","Regulating",0.23749665716883
"Healthy","Regulating",0.127379139520241
"Healthy","Regulating",0.220765505285121
"Healthy","Regulating",0.231091187189107
"Healthy","Regulating",0.341334762431661
"Healthy","Regulating",0.223143842872693
"Healthy","Regulating",0.2260908024418
"Healthy","Regulating",0.287701508261788
"Healthy","Regulating",0.262772539979511
"Healthy","Regulating",0.240083215801104
"Healthy","Regulating",0.215399973240488
"Healthy","Regulating",0.24762685903395
"Healthy","Regulating",0.340426574338583
"Healthy","Regulating",0.338841604558089
"Healthy","Regulating",0.184806014149718
"Healthy","Regulating",0.288763464886267
"Healthy","Regulating",0.324086260938224
"Healthy","Regulating",0.252808635767338
"Healthy","Regulating",0.301110450258953
"Healthy","Regulating",0.201052640611109
"Healthy","Regulating",0.26847902619741
"Healthy","Regulating",0.280470231649032
"Healthy","Regulating",0.245115246622637
"Healthy","Regulating",0.188945349651312
"Healthy","Regulating",0.209501037555696
"Healthy","Regulating",0.275878917032222
"Healthy","Regulating",0.262617040372346
"Healthy","Regulating",0.329516063810879
"Healthy","Senescence",0.346825630217253
"Healthy","Senescence",0.258024319497829
"Healthy","Senescence",0.374069784555459
"Healthy","Senescence",0.32621596079063
"Healthy","Senescence",0.243608285629532
"Healthy","Senescence",0.686344587362348
"Healthy","Senescence",0.512611372140693
"Healthy","Senescence",0.324755117218683
"Healthy","Senescence",0.469265947050414
"Healthy","Senescence",0.421315488294129
"Healthy","Senescence",0.687551024110593
"Healthy","Senescence",0.601393808338995
"Healthy","Senescence",0.412088480042908
"Healthy","Senescence",0.692975454001197
"Healthy","Senescence",0.687424030768673
"Healthy","Senescence",0.486156451833678
"Healthy","Senescence",0.65533083295944
"Healthy","Senescence",0.163384809044775
"Healthy","Senescence",0.486944902346573
"Healthy","Senescence",0.355933303059025
"Healthy","Senescence",0.412263207364177
"Healthy","Senescence",0.369087320212542
"Healthy","Senescence",0.448158047894014
"Healthy","Senescence",0.13919370116382
"Healthy","Senescence",0.148018356933066
"Healthy","Senescence",0.300171744493357
"Healthy","Senescence",0.410904790666334
"Healthy","Senescence",0.294065242583385
"Healthy","Senescence",0.322379652045495
"Healthy","Senescence",0.319702973321396
"Healthy","Senescence",0.233908528210236
"Healthy","Senescence",0.665341361294498
"Healthy","Senescence",0.408004280848238
"Healthy","Senescence",0.669263982874041
"Healthy","Senescence",0.196570472415407
"Healthy","Senescence",0.30671491183356
"Healthy","Senescence",0.616453604341375
"Healthy","Senescence",0.471612074168337
"Healthy","Senescence",0.68036682933909
"Healthy","Senescence",0.450414066046213
"Healthy","Senescence",0.5503793426237
"Healthy","Senescence",0.334080499711309
"Healthy","Senescence",0.514794722216562
"Healthy","Senescence",0.469082306673066
"Healthy","Senescence",0.43288061398894
"Healthy","Senescence",0.264391219290171
"Healthy","Senescence",0.542178649133044
"Healthy","Senescence",0.386696999164387
"Healthy","Senescence",0.349355138402742
"Healthy","Senescence",0.343546530696074
"Healthy","Senescence",0.370688342976139
"Healthy","Senescence",0.482079859508738
"Healthy","Senescence",0.36708743084514
"Healthy","Senescence",0.585393736708172
"Healthy","Senescence",0.362754501920751
"Healthy","Senescence",0.391618924021897
"Healthy","Senescence",0.584431808551041
"Healthy","Senescence",0.223931574130801
"Healthy","Senescence",0.196991093355753
"Healthy","Senescence",0.479894695425323
"Healthy","Senescence",0.290958877660306
"Healthy","Senescence",0.223732301150239
"Healthy","Senescence",0.402885468152925
"Healthy","Senescence",0.268034502053941
"Healthy","Senescence",0.276408434605045
"Healthy","Senescence",0.341081126537349
"Healthy","Senescence",0.580964460567505
"Healthy","Senescence",0.26546517746231
"Healthy","Senescence",0.600667890448373
"Healthy","Senescence",0.559270564739358
"Healthy","Senescence",0
"Healthy","Senescence",0.465699881509155
"Healthy","Senescence",0.559965946980219
"Healthy","Senescence",0.414333937367962
"Healthy","Senescence",0.561806305763568
"Healthy","Senescence",0.377431042637872
"Healthy","Senescence",0.356993337487334
"Healthy","Senescence",0.254544545551414
"Healthy","Senescence",0.596016037444894
"Healthy","Senescence",0.292637521524063
"Healthy","Senescence",0.443168508207355
"Healthy","Senescence",0.669908020536638
"Healthy","Senescence",0.362806900895397
"Healthy","Senescence",0.146507193356098
"Healthy","Senescence",0.286159519350049
"Healthy","Senescence",0.358434892141579
"Healthy","Senescence",0.167555780169667
"Healthy","Senescence",0.272565175472451
"Healthy","Senescence",0.319988297011333
"Healthy","Senescence",0.475482532372233
"Healthy","Senescence",0.469983670051749
"Healthy","Senescence",0.404325109934914
"Healthy","Senescence",0.364214080086918
"Healthy","Senescence",0.360430021693127
"Healthy","Senescence",0.64480869360135
"Healthy","Senescence",0.471980984359962
"Healthy","Senescence",0.307951909862131
"Healthy","Senescence",0.473819521202402
"Healthy","Senescence",0.338737128815246
"Healthy","Senescence",0.326188592433198
"Healthy","Senescence",0.339140240743989
"Healthy","Senescence",0.412862283688447
"Healthy","Senescence",0.365940780035563
"Healthy","Senescence",0.474994995465999
"Healthy","Senescence",0.283744461290868
"Healthy","Senescence",0.414820543003188
"Healthy","Senescence",0.485696953114852
"Healthy","Senescence",0.463541903011131
"Healthy","Senescence",0.486301626974847
"Healthy","Senescence",0.386472456697898
"Healthy","Senescence",0.41908470564657
"Healthy","Senescence",0.729984942218029
"Healthy","Senescence",0.708749841258323
"Healthy","Senescence",0.664429164928067
"Healthy","Senescence",0.312877541035459
"Healthy","Senescence",0.513676169986657
"Healthy","Senescence",0.319945019699524
"Healthy","Senescence",0.286110019872234
"Healthy","Senescence",0.119110532679186
"Healthy","Senescence",0.262496636115596
"Healthy","Senescence",0.29069252371117
"Healthy","Senescence",0.431006793515641
"Healthy","Senescence",0.40917798736579
"Healthy","Senescence",0.257646583266938
"Healthy","Senescence",0.30625924919359
"Healthy","Senescence",0.261064722654816
"Healthy","Senescence",0.380645642544574
"Healthy","Senescence",0.405295596271262
"Healthy","Senescence",0.338590904146068
"Healthy","Senescence",0.332735864352659
"Healthy","Senescence",0.290850448134052
"Healthy","Senescence",0.393810296167454
"Healthy","Senescence",0.170804590473197
"Healthy","Senescence",0.410859031651095
"Healthy","Senescence",0.356422590137487
"Healthy","Senescence",0.385875401372999
"Healthy","Senescence",0.419384874999191
"Healthy","Senescence",0.160180358979647
"Healthy","Senescence",0.321195756548637
"Healthy","Senescence",0.412354989310481
"Healthy","Senescence",0.52696809928361
"Healthy","Senescence",0.256550480345469
"Healthy","Senescence",0.215762699039303
"Healthy","Senescence",0.312636452001646
"Healthy","Senescence",0.37078616280704
"Healthy","Senescence",0.296949592817453
"Healthy","Senescence",0.501555431168458
"Healthy","Senescence",0.258674854231292
"Healthy","Senescence",0.498810138087217
"Healthy","Senescence",0.406589815701486
"Healthy","Senescence",0.259343799297764
"Healthy","Senescence",0.308085995886647
"Healthy","Senescence",0.174598599172468
"Healthy","Senescence",0.283761884302694
"Healthy","Senescence",0.648663848623936
"Healthy","Senescence",0.230462365830576
"Healthy","Senescence",0.486528109876435
"Healthy","Senescence",0.413986364238716
"Healthy","Senescence",0.636363636363636
"Healthy","Senescence",0.286482681179716
"Healthy","Senescence",0.180857242122682
"Healthy","Senescence",0.19654320427395
"Healthy","Senescence",0.245016288785191
"Healthy","Senescence",0.353275435440819
"Healthy","Senescence",0.227449095717183
"Healthy","Senescence",0.522065791679901
"Healthy","Senescence",0.173249480270588
"Healthy","Senescence",0.29261587218481
"Healthy","Senescence",0.390181147481651
"Healthy","Senescence",0.232983521951607
"Healthy","Senescence",0.299260375601701
"Healthy","Senescence",0.382130819624051
"Healthy","Senescence",0.282015163738455
"Healthy","Senescence",0.318699124315533
"Healthy","Senescence",0.303044226098188
"Healthy","Senescence",0.351871471804044
"Healthy","Senescence",0.203269794364096
"Healthy","Senescence",0.215164716837989
"Healthy","Senescence",0.596488144762486
"Healthy","Senescence",0.392538245311646
"Healthy","Senescence",0.198216182266716
"Healthy","Senescence",0.280271181587182
"Healthy","Senescence",0.53655940884717
"Healthy","Senescence",0.395054561251599
"Healthy","Senescence",0.491677886483641
"Healthy","Senescence",0.263391409487039
"Healthy","Senescence",0.424560316277421
"Healthy","Senescence",0.478480820552072
"Healthy","Senescence",0.371296538452003
"Healthy","Senescence",0.494102924416704
"Healthy","Senescence",0.3596174348831
"Healthy","Senescence",0.320519627291207
"Healthy","Senescence",0.550586924444359
"Healthy","Senescence",0.322146565856275
"Healthy","Senescence",0.238630514441402
"Healthy","Senescence",0.623942626883472
"Healthy","Senescence",0.293932923237127
"Healthy","Senescence",0.416409141158965
"Healthy","Senescence",0.336856913057225
"Healthy","Senescence",0.410036390064066
"Healthy","Senescence",0.353712363321668
"Healthy","Senescence",0.308585251789246
"Healthy","Senescence",0.362918471724188
"Healthy","Senescence",0.223583869579827
"Healthy","Senescence",0.334710037683774
"Healthy","Senescence",0.432061915521136
"Healthy","Senescence",0.175046861105955
"Healthy","Senescence",0.300744268547634
"Healthy","Senescence",0.216498763283677
"Healthy","Senescence",0.497280898596504
"Healthy","Senescence",0.20052282960364
"Healthy","Senescence",0.409787441625281
"Healthy","Senescence",0.417338222256629
"Healthy","Senescence",0.230002477541695
"Healthy","Senescence",0.667522359899131
"Healthy","Senescence",0.705330091979463
"Healthy","Senescence",0.708359790279567
"Healthy","Senescence",0.727163875836795
"Healthy","Senescence",0.726193283866403
"Healthy","Senescence",0.704196222855173
"Healthy","Senescence",0.709076395566118
"Healthy","Senescence",0.697393008109432
"Healthy","Senescence",0.64894504816676
"Healthy","Senescence",0.722038787395004
"Healthy","Senescence",0.719789191052412
"Healthy","Senescence",0.696068648972261
"Healthy","Senescence",0.681119718437619
"Healthy","Senescence",0.689410569474429
"Healthy","Senescence",0.716287803196604
"Healthy","Senescence",0.718773244317048
"Healthy","Senescence",0.50962721051121
"Healthy","Senescence",0.505453721249961
"Healthy","Senescence",0.390821600776014
"Healthy","Senescence",0.488444677193949
"Healthy","Senescence",0.294001910909966
"Healthy","Senescence",0.356805952454261
"Healthy","Senescence",0.438441403261804
"Healthy","Senescence",0.260820363263675
"Healthy","Senescence",0.0491859439382129
"Healthy","Senescence",0.408403741858815
"Healthy","Senescence",0.454997263748059
"Healthy","Senescence",0.314276397551112
"Healthy","Senescence",0.285830052194113
"Healthy","Senescence",0.339873135892519
"Healthy","Senescence",0.271273038580506
"Healthy","Senescence",0.118968664575006
"Healthy","Senescence",0.411360545927094
"Healthy","Senescence",0.151080145818003
"Healthy","Senescence",0.276995408810768
"Healthy","Senescence",0.132631036774916
"Healthy","Senescence",0.603442499535376
"Healthy","Senescence",0.110331204330313
"Healthy","Senescence",0.282297330615924
"Healthy","Senescence",0.325222440949091
"Healthy","Senescence",0.296071990093563
"Healthy","Senescence",0.377500601933798
"Healthy","Senescence",0.342017573700832
"Healthy","Senescence",0.361089924748376
"Healthy","Senescence",0.196363857054142
"Healthy","Senescence",0.128865896125261
"Healthy","Senescence",0.282636341244439
"Healthy","Senescence",0.256588149665007
"Healthy","Senescence",0.291819327226358
"Healthy","Senescence",0.392154418175329
"Healthy","Senescence",0.169108500602398
"Healthy","Senescence",0.165815761541258
"Healthy","Senescence",0.181772094510109
"Healthy","Senescence",0.441042471669081
"Healthy","Senescence",0.413266907909084
"Healthy","Senescence",0.238987219618472
"Healthy","Senescence",0.379980496405753
"Healthy","Senescence",0.352626641897249
"Healthy","Senescence",0.396597220526719
"Healthy","Senescence",0.331532345824688
"Healthy","Senescence",0.409048471074911
"Healthy","Senescence",0.403133054314235
"Healthy","Senescence",0.528663845387715
"Healthy","Senescence",0.520776284790326
"Healthy","Senescence",0.202780537674853
"Healthy","Senescence",0.314958133051565
"Healthy","Senescence",0.653489595616916
"Healthy","Senescence",0.605276066258099
"Healthy","Senescence",0.244018975496451
"Healthy","Senescence",0.32219690391105
"Healthy","Senescence",0.44557301222539
"Healthy","Senescence",0.729522323615319
"Healthy","Senescence",0.701946626512581
"Healthy","Senescence",0.725485749532846
"Healthy","Senescence",0.758358883184267
"Healthy","Senescence",0.717766368534678
"Healthy","Senescence",0.224747189253248
"Healthy","Senescence",0.179197655015177
"Healthy","Senescence",0.119112075836924
"Healthy","Senescence",0.391420841667502
"Healthy","Senescence",0.246661021965591
"Healthy","Senescence",0.219407416849419
"Healthy","Senescence",0.115011650208111
"Healthy","Senescence",0.300318015410136
"Healthy","Senescence",0.733676820086718
"Healthy","Senescence",0.156315338271828
"Healthy","Senescence",0.217369580342394
"Healthy","Senescence",0.0827210929167979
"Healthy","Senescence",0.139317756834643
"Healthy","Senescence",0.142320288379507
"Healthy","Senescence",0.188821328769863
"Healthy","Senescence",0.298016224165712
"Healthy","Senescence",0.0525422071369971
"Healthy","Senescence",0.177358036586844
"Healthy","Senescence",0.680484751728016
"Healthy","Senescence",0.145949339597198
"Healthy","Senescence",0.678779412565084
"Healthy","Senescence",0.573361940148482
"Healthy","Senescence",0.709738575134704
"Healthy","Senescence",0.70397851998331
"Healthy","Senescence",0.102899084029127
"Healthy","Senescence",0.717040692295133
"Healthy","Senescence",0.724769144246295
"Healthy","Senescence",0.698789934870558
"Healthy","Senescence",0.728987137388654
"Healthy","Senescence",0.697783059088188
"Healthy","Senescence",0.484354336149789
"Healthy","Senescence",0.128943933095257
"Healthy","Senescence",0.123167767693486
"Healthy","Senescence",0.707017289236407
"Healthy","Senescence",0.734647412057111
"Healthy","Senescence",0.732488525244462
"Healthy","Senescence",0.70738012735618
"Healthy","Senescence",0.731263946590229
"Healthy","Senescence",0.400200782020792
"Healthy","Senescence",0.72142196259139
"Healthy","Senescence",0.207116939838068
"Healthy","Senescence",0.131783171971089
"Healthy","Senescence",0.742357722102284
"Healthy","Senescence",0.270565874814093
"Healthy","Senescence",0.18196257614911
"Healthy","Senescence",0.125849419442607
"Healthy","Senescence",0.314186394782561
"Healthy","Senescence",0.197743485745777
"Healthy","Senescence",0.335902460715952
"Healthy","Senescence",0.319638068369514
"Healthy","Senescence",0.368204967213237
"Healthy","Senescence",0.192371834056325
"Healthy","Senescence",0.413698645915489
"Healthy","Senescence",0.278292474237199
"Healthy","Senescence",0.443946860462632
"Healthy","Senescence",0.278575950317423
"Healthy","Senescence",0.379940994953064
"Healthy","Senescence",0.295173662443051
"Healthy","Senescence",0.226189569349638
"Healthy","Senescence",0.296045171015775
"Healthy","Senescence",0.158400504399618
"Healthy","Senescence",0.466156643068993
"Healthy","Senescence",0.321245245618486
"Healthy","Senescence",0.259130022620644
"Healthy","Senescence",0.0940929227987705
"Healthy","Senescence",0.305206798221579
"Healthy","Senescence",0.192503785982588
"Healthy","Senescence",0.197272857498708
"Healthy","Senescence",0.167840636613635
"Healthy","Senescence",0.272904128358525
"Healthy","Senescence",0.267259782058611
"Healthy","Senescence",0.192336777376682
"Healthy","Senescence",0.220785769506608
"Healthy","Senescence",0.146505100538182
"Healthy","Senescence",0.362493721919013
"Healthy","Senescence",0.370957041130109
"Healthy","Senescence",0.181814015170927
"Healthy","Senescence",0.0441080845668939
"Healthy","Terminal_exhaustion",0.372866796586709
"Healthy","Terminal_exhaustion",0.433778254764422
"Healthy","Terminal_exhaustion",0.32050390434912
"Healthy","Terminal_exhaustion",0.353916629376954
"Healthy","Terminal_exhaustion",0.447540505195751
"Healthy","Terminal_exhaustion",0.395307431635712
"Healthy","Terminal_exhaustion",0.479823757465801
"Healthy","Terminal_exhaustion",0.451066903473821
"Healthy","Terminal_exhaustion",0.443573432965062
"Healthy","Terminal_exhaustion",0.285458203706279
"Healthy","Terminal_exhaustion",0.191043648870425
"Healthy","Terminal_exhaustion",0.411852772855644
"Healthy","Terminal_exhaustion",0.388060740116061
"Healthy","Terminal_exhaustion",0.33199541684011
"Healthy","Terminal_exhaustion",0.361381287167539
"Healthy","Terminal_exhaustion",0.446151352510977
"Healthy","Terminal_exhaustion",0.230586202891434
"Healthy","Terminal_exhaustion",0.29521842001436
"Healthy","Terminal_exhaustion",0.462218769032258
"Healthy","Terminal_exhaustion",0.465335195294464
"Healthy","Terminal_exhaustion",0.412519231777592
"Healthy","Terminal_exhaustion",0.408429191057952
"Healthy","Terminal_exhaustion",0.443669731157543
"Healthy","Terminal_exhaustion",0.362097330391836
"Healthy","Terminal_exhaustion",0.411571855438328
"Healthy","Terminal_exhaustion",0.35970615075689
"Healthy","Terminal_exhaustion",0.446713520868927
"Healthy","Terminal_exhaustion",0.469998638677465
"Healthy","Terminal_exhaustion",0.431108844014559
"Healthy","Terminal_exhaustion",0.511716417877113
"Healthy","Terminal_exhaustion",0.364939303773344
"Healthy","Terminal_exhaustion",0.476156457727059
"Healthy","Terminal_exhaustion",0.487702183755087
"Healthy","Terminal_exhaustion",0.375402569447844
"Healthy","Terminal_exhaustion",0.354003472204642
"Healthy","Terminal_exhaustion",0.263255264772265
"Healthy","Terminal_exhaustion",0.227499282865422
"Healthy","Terminal_exhaustion",0.406875615448253
"Healthy","Terminal_exhaustion",0.40009540911481
"Healthy","Terminal_exhaustion",0.418072212741538
"Healthy","Terminal_exhaustion",0.3839418381838
"Healthy","Terminal_exhaustion",0.307219977953013
"Healthy","Terminal_exhaustion",0.510103774058713
"Healthy","Terminal_exhaustion",0.428317591530048
"Healthy","Terminal_exhaustion",0.470430931655166
"Healthy","Terminal_exhaustion",0.427024390920522
"Healthy","Terminal_exhaustion",0.370975705539983
"Healthy","Terminal_exhaustion",0.39859702333346
"Healthy","Terminal_exhaustion",0.404033753037149
"Healthy","Terminal_exhaustion",0.389753037216241
"Healthy","Terminal_exhaustion",0.503169697203996
"Healthy","Terminal_exhaustion",0.542300989031211
"Healthy","Terminal_exhaustion",0.431805183932612
"Healthy","Terminal_exhaustion",0.326829630112623
